//JobNo,Skill-ID,MaxLv{,BaseLvReq,JobLvReq},Prerequisite Skill-ID-1,Prerequisite Skill-ID-1-Lv,PrereqSkill-ID-2,PrereqSkill-ID-2-Lv,PrereqSkill-ID-3,PrereqSkill-ID-3-Lv,PrereqSkill-ID-4,PrereqSkill-ID-4-Lv,PrereqSkill-ID-5,PrereqSkill-ID-5-Lv//CLASS_SKILLNAME#Skill Name#
//Novice
0,5067,1,0,0,0,0,0,0,0,0,0,0 

//Swordman
1,5067,1,0,0,0,0,0,0,0,0,0,0 

//Magician
2,5067,1,0,0,0,0,0,0,0,0,0,0 

//Archer
3,5067,1,0,0,0,0,0,0,0,0,0,0 

// Acolyte
4,5067,1,0,0,0,0,0,0,0,0,0,0 
// Merchant
5,5067,1,0,0,0,0,0,0,0,0,0,0 
// Thief
6,5067,1,0,0,0,0,0,0,0,0,0,0 
// Knight
7,5067,1,0,0,0,0,0,0,0,0,0,0 
// Priest
8,5067,1,0,0,0,0,0,0,0,0,0,0 
// Wizard
9,5067,1,0,0,0,0,0,0,0,0,0,0 
// Blacksmith
10,5067,1,0,0,0,0,0,0,0,0,0,0 
// Hunter
11,5067,1,0,0,0,0,0,0,0,0,0,0 
// Assassin
12,5067,1,0,0,0,0,0,0,0,0,0,0 
// Knight (Peco)
13,5067,1,0,0,0,0,0,0,0,0,0,0 
// Crusader
14,5067,1,0,0,0,0,0,0,0,0,0,0 
// Monk
15,5067,1,0,0,0,0,0,0,0,0,0,0 
// Sage
16,5067,1,0,0,0,0,0,0,0,0,0,0 
// Rogue
17,5067,1,0,0,0,0,0,0,0,0,0,0 
// Alchemist
18,5067,1,0,0,0,0,0,0,0,0,0,0 
// Bard
19,5067,1,0,0,0,0,0,0,0,0,0,0 
// Dancer
20,5067,1,0,0,0,0,0,0,0,0,0,0 
// Crusader (Peco)
21,5067,1,0,0,0,0,0,0,0,0,0,0 
// 22: Wedding
// Super Novice
23,5067,1,0,0,0,0,0,0,0,0,0,0 
// Gunslinger
24,5067,1,0,0,0,0,0,0,0,0,0,0 
// Ninja
25,5067,1,0,0,0,0,0,0,0,0,0,0 
// Novice High
4001,5067,1,0,0,0,0,0,0,0,0,0,0 
// Swordman High
4002,5067,1,0,0,0,0,0,0,0,0,0,0 
// Magician High
4003,5067,1,0,0,0,0,0,0,0,0,0,0 
// Archer High
4004,5067,1,0,0,0,0,0,0,0,0,0,0 
// Acolyte High
4005,5067,1,0,0,0,0,0,0,0,0,0,0 
// Merchant High
4006,5067,1,0,0,0,0,0,0,0,0,0,0 
// Thief High
4007,5067,1,0,0,0,0,0,0,0,0,0,0 
// Lord Knight
4008,5067,1,0,0,0,0,0,0,0,0,0,0 
// High Priest
4009,5067,1,0,0,0,0,0,0,0,0,0,0 
// High Wizard
4010,5067,1,0,0,0,0,0,0,0,0,0,0 
// Whitesmith
4011,5067,1,0,0,0,0,0,0,0,0,0,0 
// Sniper
4012,5067,1,0,0,0,0,0,0,0,0,0,0 
// Assassin Cross
4013,5067,1,0,0,0,0,0,0,0,0,0,0 
// Lord Knight (Peco)
4014,5067,1,0,0,0,0,0,0,0,0,0,0 
// Paladin
4015,5067,1,0,0,0,0,0,0,0,0,0,0 
// Champion
4016,5067,1,0,0,0,0,0,0,0,0,0,0 
// Professor
4017,5067,1,0,0,0,0,0,0,0,0,0,0 
// Stalker
4018,5067,1,0,0,0,0,0,0,0,0,0,0 
// Creator
4019,5067,1,0,0,0,0,0,0,0,0,0,0 
// Clown
4020,5067,1,0,0,0,0,0,0,0,0,0,0 
// Gypsy
4021,5067,1,0,0,0,0,0,0,0,0,0,0 
// Paladin (Peco)
4022,5067,1,0,0,0,0,0,0,0,0,0,0 
// Baby Novice
4023,5067,1,0,0,0,0,0,0,0,0,0,0 
// Baby Swordman
4024,5067,1,0,0,0,0,0,0,0,0,0,0 
// Baby Magician
4025,5067,1,0,0,0,0,0,0,0,0,0,0 
